Course Title,Course Info,Course Rating,Course Duration,Course Level,Source
Juniper Networks Junos Platform Automation and DevOps Specialization,"Not specified
Internet, Networking, Devops, networks, Automation",4.2,40.0,Beginner,Coursera
Working with Version Control,"Describe the meaning and purpose of version control, understanding its role in managing and tracking changes in software development projects. Identify the benefits for developers when using version control.  Learn to generate/ utilise SSH keys, use basic Git commands, access public repositories, set up project boards and use issue trackers.Leverage Github's markdown language for formatting text and bios. 
Version Control, Coding, Markdown",0.0,8.0,Beginner,Coursera
Application Modernization for Enterprise Systems,"Not specified
Computer Programming, Event (Computing), Devops, Cloud API",0.0,3.0,Beginner,Coursera
How to Modernize applications with IBM CICS,"Understand why CICS is perfect for powering the next generation of enterprise applicationsExperience writing, updating and running CICS applicationsModernize these applications to run as part of a hybrid cloud application
Customer Information Control System (CICS), Application Programming Interfaces (API), IT Architect, IBM Z, Developer",0.0,2.0,Intermediate,Coursera
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Administrative/IT Perspective)","Not specified
Health Informatics, Value-Based Pricing, Data Analysis, Analytics",4.6,14.0,Beginner,Coursera
Cloud Computing Primer: Software as a Service (SaaS),"Describe at least three advantages and disadvantages of cloud computingProvide a strategy on how an ISV can utilize SaaS to promote their growthExplore the application of a SaaS cloud computing model through a demo engagement
Cloud Applications, Software As A Service (SAAS), Cloud Computing",4.6,6.0,Beginner,Coursera
Estrutura e Funcionamento das Redes de Computadores,"Not specified
Ipv4, Resolução de problemas, Modelo de rede, Sistema de Nomes de Domínio (DNS)",4.9,30.0,Beginner,Coursera
Making the Case for Robotic Process Automation,"Not specified
Not specified",4.1,5.0,Not applicable,Coursera
Getting Started with Azure,"Navigating the Azure Portal and Creating Custom DahboardsDeploying Virtual Machines Cloud Security, including Network Security Groups, Firewall and Resource PoliciesAzure Cloud Resource Groups and Storage Options
Cloud Platforms, Microsoft Azure, Cloud Management, Cloud Databases, Cloud Computing",4.4,20.0,Beginner,Coursera
Advanced Python - Reconnaissance,"Not specified
Not specified",4.5,3.0,Not applicable,Coursera
 Les bits et les octets des réseaux informatiques,"Not specified
Dépannage, Ipv4, modèle de réseau, Système de noms de domaine (DNS)",4.8,33.0,Beginner,Coursera
Computing for Cancer Informatics,"Basics about how computers and shared computing resources work.Understanding of  the benefits and drawbacks of currently available computing resource options, especially for cancer research.Understanding of important considerations when making computing decisions.
Bioinformatics, Cancer, Cloud Computing, Computer Network",0.0,11.0,Beginner,Coursera
Storage in Azure,"1. Introduction to Azure Storage Accounts2.  Accessing Storage Accounts  3.  Managing data in Azure storage accounts  
Azure Redundancy/Replications, Azure Storage Accounts, Azure Storage Services, Blob Storage Replication",0.0,4.0,Intermediate,Coursera
Google Docs,"Create, style, format and organize documents using Google Docs.Share and collaborate securely using Google Docs.Manage versions, comments, and ownership in Google Docs.Describe the tools and options available in Google Docs.
Not specified",4.8,2.0,Beginner,Coursera
Database Clients,"Utilize Python code to create, populate and manipulate MySQL databases and tables.Create a useful Python application capable of administration of a MySQL database.
Django (Web Framework), Python Programming, Database (DBMS), Data Management, MySQL",4.3,40.0,Intermediate,Coursera
Securing Linux Systems,"Not specified
Cybersecurity, Information Technology, Linux",4.5,13.0,Beginner,Coursera
Princípios básicos de apoio técnico,"Not specified
Resolução de problemas, Apoio ao cliente, Código binario, Linux",4.9,22.0,Beginner,Coursera
Manage Identities and Governance in Azure,"Introduction Certification Overview, Azure Active Directory, Access Control Management, RBAC, Azure Subscriptions and Governance
Azure Active Directory(Azure AD), Azure Subscriptions, Azure Resource Manager, Azure RBAC and AD Roles, Microsoft Entra",3.9,6.0,Intermediate,Coursera
Docker Essentials & Building a Containerized Web Application,"Understand what is Docker, why it is used and how to install Docker on Ubuntu Linux.Learn how to build Docker Images & Run Containers in addition to grasping fundamental Docker terminologies.Deploy a Static Website with Docker and learn how to monitor & troubleshoot Docker Containers.
IT, Docker, Cloud, Monitoring, Containers",4.6,3.0,Beginner,Coursera
Administración de sistemas y servicios de infraestructura de TI,"Not specified
Servicio de directorio, Protocolo ligero de acceso a directorios, Respaldo",4.8,29.0,Beginner,Coursera
Capstone: Following the AWS Well Architected Framework,"Not specified
security, Performance Efficiency, Operational Excellence, Cost Optimization, Reliability",0.0,11.0,Beginner,Coursera
Children Acquiring Literacy Naturally,"Describe the fundamental processes involved in reading.Explain the natural acquisition of literacy and its implications for society.Identify possible technological advances in literacy.
Not specified",4.4,8.0,Beginner,Coursera
NIST CSF,"Not specified
Not specified",4.1,3.0,Not applicable,Coursera
Web3 and Blockchain Leadership for Transformation,"Describe how blockchain consortia may vary with respect to their purpose, activities, membership models, beneficiaries, and governance modelsDescribe some of the benefits and key considerations concerning shared standards for blockchain and digital assetsExplain how blockchain design choices around privacy, user identity, security, notaries, block relays etc. influence interoperability implementationsExplain how blockchain will transform the roles and functions of the C-Suite
Not specified",4.6,23.0,Beginner,Coursera
Private Cloud Management on IBM Power Systems,"Not specified
infrastructure as a service, IBM PowerVC, Cloud Computing, IBM Cloud, Openstack",4.9,13.0,Intermediate,Coursera
Dasar-Dasar Dukungan Teknis,"Not specified
Pemecahan Masalah, Dukungan Pelanggan, Kode Biner, Linux",4.9,25.0,Beginner,Coursera
Managing Cybersecurity Incidents and Disasters,"Define and describe the components of a cybersecurity contingency planning programIdentify the components and structure of an effective cybersecurity incident response programIdentify the components and structure of an effective cybersecurity disaster recovery programDefine and describe recommended contingency strategies including data backup and recovery and continuity of cybersecurity operations
Business Continuity, Disaster Recovery, Incident response planning",4.8,14.0,Beginner,Coursera
Microsoft Azure Cosmos DB,"Identify basic management tasks for non-relational dataDescribe non-relational data workloads Describe non-relational data offerings on Azure
Microsoft Azure, Relational Data, Data Management, Non-relational Data",4.4,10.0,Beginner,Coursera
Skills for Working as an AWS Cloud Consultant,"Examine essential soft skills for solving business problemsDescribe the process of working with customers and how to use different soft skills
Management, strategy, Implementation, Troubleshooting, Migration",0.0,10.0,Beginner,Coursera
Getting started with Microsoft Excel,"You will learn how to use Microsoft Excel and all the system's essential tools.
Create a table, Microsoft Excel, Formulas at Excel, table design, Fill tables in Microsoft Excel",4.2,1.0,Beginner,Coursera
Splunk Knowledge Manager 101,"Gain foundational knowledge about machine data and learn how Splunk leverages operational intelligence.Investigate data using Splunk Search Processing Language (SPL) and create searches, reports, dashboards, and visualizations.Identify how fields from lookups, calculated fields, field aliases, and field extractions enrich data.Learn the purpose of knowledge objects and how they can be used to enhance the search process.
Business Intelligence, Big Data, Data Analysis, Data Scien, Business Analytics",4.8,2.0,Beginner,Coursera
C Programming: Modular Programming and Memory Management - 3,"Break acomplex programming task into a number of functions to which you pass argumentsRecall how computer memory is organized to store variables and arraysFind the address of a variablePerform simple pointer arithmetic
Computer Programming, C Programming",4.8,10.0,Beginner,Coursera
Advanced Application Management with Red Hat OpenShift,"Not specified
Cloud Platforms, Cloud Applications, Cloud Computing, Kubernetes",4.6,14.0,Intermediate,Coursera
Seguridad informática: defensa contra las artes oscuras digitales,"Not specified
Ciberseguridad, Criptografía, Seguridad inalámbrica, Seguridad de la red",4.9,36.0,Beginner,Coursera
Introduction to Computer Security,"Not specified
Not specified",0.0,41.0,Beginner,Coursera
DevOps on AWS and Project Management,"Learn about the use cases for project management in businessUnderstand the differences between Agile and Waterfall methodologies  
Software Testing, Continuous Integration, Version Management, security, Automation",0.0,8.0,Beginner,Coursera
Automation in the AWS Cloud,"Not specified
Software Testing, Continuous Integration, Application Programming Interfaces (API), security, Automation",0.0,8.0,Beginner,Coursera
Основи технічної підтримки,"Not specified
підтримка клієнтів, Двійковий код, усунення несправностей, Linux",4.9,20.0,Beginner,Coursera
Compute Resources in Azure,"Explore Azure VMs, App Services, and Container ServicesExplore VM Availability and Scalability Options, Automate deployment of resources
Azure Container Instances, Azure Virtual Machines, Azure Kubernetes Services",0.0,6.0,Intermediate,Coursera
Sistemas Operacionais e Você: Tornando-se um Usuário Avançado,"Not specified
Powershell, Linux, Sistemas de Arquivos do Linux, Interface de comando",4.8,37.0,Beginner,Coursera
Linux Server Management and Security,"Not specified
Not specified",4.6,13.0,Intermediate,Coursera
AWS Services Overview for IT Professionals,"Identify AWS services and features for compute, networking, storage,  databases, analytics, monitoring, cost optimization, and security.Differentiate between core AWS services.
Solution Architecture, aws storage, AWS Database, Cloud Computing, AWS cloud",4.9,4.0,Beginner,Coursera
Developing Data Products,"Develop basic applications and interactive graphics using GoogleVisUse Leaflet to create interactive annotated mapsBuild an R Markdown presentation that includes a data visualizationCreate a data product that tells a story to a mass audience
Interactivity, Plotly, Web Application, R Programming",4.6,10.0,Not applicable,Coursera
Road to the CISO – Culminating Project Course,"Identify the career development and path of a Cybersecurity professional from entry-level to CISO Define and describe the role and function of a CISO in planning for cybersecurity Identify the development of a cybersecurity governance program and the role the CISO would play in it Discuss the strategic responsibilities of the CISO in overseeing an organization’s cybersecurity program
Risk Management, Contingency Plan, Cybersecurity Staffing, Cybersecurity Governance, Cyber-Security Regulation",5.0,18.0,Intermediate,Coursera
Medical Technology and Evaluation,"Not specified
Not specified",4.5,12.0,Beginner,Coursera
Mastering Ansible Automation,"Automate tasks associated with files, packages, and usersLearn the syntax and structure of YAML files
Configuration Management, Cloud Infrastructure, Devops, Troubleshooting, Automation",4.1,10.0,Beginner,Coursera
Windows Server Management and Security,"Not specified
Not specified",4.7,11.0,Beginner,Coursera
SIEM Splunk Hands-On Guide Specialization,"Not specified
Basic Networking Knowledge, ""Splunks search language to perform advanced searches apply filters"", Configure data inputs to ingest logs from network devices, Fundamentals of SIEM and its importance in modern cybersecurity, Splunk interface and understand its different components, Basic understanding of operating systems, Splunk for log management data collection and analysis, Basic Scripting and Querying Skills",4.1,36.0,Beginner,Coursera
AWS DynamoDB Fundamentals,"Describe NoSQL database  and Amazon DynamoDB.Describe Table level and Item level operations on DynamoDB tables.  Describe DynamoDB Indexes  and  Global tables. Describe DynamoDB backups.
Amazon Dynamodb, aws, Table operations, DynamoDB Backups, DynamoDB Indexes and Global Tables",0.0,18.0,Beginner,Coursera
Marketing with Zapier & ChatGPT: Automated Content Calendars,"Master the process of integrating ChatGPT with Zapier, learning to obtain API keys, establish connections, and utilize plugins.Develop the skills to create and organize comprehensive content calendar in Google Sheets, tailored for effective content management and scheduling.Implement an automated content strategy using Zapier Actions and ChatGPT, generating a content calendar with brand-aligned, creative content ideas.
Project Management, Artificial Intelligence (AI), Spreadsheet, Prompt Engineering",0.0,1.0,Intermediate,Coursera
Networking 101,"Basics concepts and constructs of the Google Cloud networking. How default and User-created Networks are configured.  Basic security configurations of Access, Firewall, and Routing.  
Network Security, Google Networking, Security Software",0.0,1.25,Beginner,Coursera
Teaching with Google Classroom,"Create a class landing pageAdd students to a classGenerate a Google Meet link
IT, System Software, Google Workspace for Education",0.0,1.5,Beginner,Coursera
Cloud-Based Network Design & Management Techniques,"Not specified
Network Planning And Design, Network Monitoring",4.7,2.0,Intermediate,Coursera
Use the Apache Spark Structured Streaming API with MongoDB,"Use the Apache Spark Structured Streaming API with Python to stream data from two different sourcesUse the Apache Spark Structured Streaming API with Python to store a dataset in the MongoDB database and join two datasets
Apache Spark SQL, Mongodb, Apache Spark Structured Streaming API, Apache Spark, Apache Spark Schema",0.0,2.0,Intermediate,Coursera
Azure Devops: Introduction to CI/CD with Visual Studio,"Deploy An application from Visual Studio Desktop to Azure Web AppsCreate full Build and Release pipeline in Azure DevOps to enable continuous deployment (CD) for our application
Microsoft Azure, Application development, Devops, Microsoft Visual Studio",4.2,2.0,Intermediate,Coursera
It Speaks! Create Synthetic Speech Using Text-to-Speech,"Create audio files of machine-generated, or synthetic, human speech.Provide content as text or Speech Synthesis Markup Language, specify a voice, and configure the output.Listen to them to compare the differences.
Google Cloud Platform, SSML, Speech Synthesis",0.0,1.0,Beginner,Coursera
How to Build a BI Dashboard Using Google Data Studio and BigQuery,"Uploading queryable dataScheduling queries in BigQueryCreate new data sourcesand reports in Data Studio
Bigquery, Data Analysis, Data Management",0.0,1.0,Intermediate,Coursera
Configure VLANs on Cisco Switches,"Configure and verify VLANs on Cisco switches.Set up trunk ports on Cisco switches.Configure VLAN routing.
trunk ports, Virtual Local Area Network (LAN), Switches",4.8,2.0,Intermediate,Coursera
Deploy Machine Learning Model into AWS Cloud Servers,"Build a machine learning-based spam detector APIDeploy the machine learning application into AWS virtual servers.
aws, Python Programming, Aws Elastic Beanstalk, Machine Learning, EC2",4.2,2.0,Intermediate,Coursera
Linux Cloud and DevOps,"Not specified
Virtual Machine, Version Control, Hypervisor, Use Case",4.3,12.0,Beginner,Coursera
Web3 and Blockchain Transformations in Global Supply Chains,"The roles of key participants in the global trade network and where the needs of each participant align with the value characteristics of blockchainWhat it means to ""tokenize"" an asset, and approaches to securing the physical-digital interfaceExamples of sensor-based logistics, and IoT challenge areas that show promise for blockchain-based solutionsBlockchain solutions for provenance, traceability, ethical sourcing, and asset life-cycle management
Not specified",4.6,12.0,Beginner,Coursera
Build personal resilience,"Critically evaluate the nature of work stress and approaches to manage stressReflect on personal sources of stress in the extent of personal resilienceApply strategies and skills for enhancing resilience to a variety of situations when managing yourself and others
Not specified",4.8,17.0,Not applicable,Coursera
Betriebssysteme und Sie: Power User werden,"Not specified
Powershell, Linux, Linux-Dateisysteme, Eingabeaufforderung",4.6,37.0,Beginner,Coursera
Linux: Introduction to Shell Scripting for DevOps,"Write and be able to read Bash scriptsUnderstand the fundamental components involved in Bash scripting
Shell Script, Vim, Bash Scripting, Linux, Environment Variable (Env Var)",4.6,2.0,Intermediate,Coursera
The Fundamentals of RDMA Programming,"RDMA Basics: Bypassing the OS, Memory zero copy and transport offloadCore RDMA:  RDMA verbs and objects, data-path flow and memory managementRDMA Operations:  Send and receive operations, RDMA write and RDMA read operations, atomic operationsBecome familiar with InfiniBand architecture layer, RDMA basic flow, create a completion queue (CQ) and a queue pair (QP), and execute RDMA operation Establish connection using RDMA_CM API
Execute RDMA operation, C Programming, Establish connection, Write and edit simple applications with RDMA, RDMA Programming",0.0,5.0,Intermediate,Coursera
Oracle Autonomous Database Administration,"Architecture of Oracle Autonomous DatabaseManage, maintain and monitor an Autonomous DatabaseOracle Machine Learning, APEX, and SQL Developer WebAutonomous JSON, Oracle Text, Spatial
Deploying an Autonomous Database, Identify Migration Options and Considerations, Planning and implementing an Autonomous Database, Creating an Autonomous Database",4.5,8.0,Intermediate,Coursera
Introduction to Amazon Elastic Container Service,"Utilizing Amazon Elastic Container Service to containerize your applications in order to enhance operational efficiency and scalability. 
Configuring AWS for Elastic Container Service, Exploring Container Management Tools, Illustrating ECS and ECR Life Cycle, Understanding Amazon Elastic Container Service, Launching ECS using EC2 and Fargate Launch Type",0.0,4.0,Beginner,Coursera
Establishing Command-and-Control and Finding Credentials,"Not specified
Not specified",4.7,3.0,Not applicable,Coursera
Google Meet,"Describe Google Meet.Describe the options for creating, starting and joining a Google Meet video conference.Describe the collaboration features in Google Meet.Describe the host management features in Google Meet.
Not specified",4.8,2.0,Beginner,Coursera
Administration système et services d’infrastructure informatique,"Not specified
Code binaire, Dépannage, Support Client, Linux",4.7,30.0,Beginner,Coursera
Application Development with Cloud Run,"Gain detailed understanding of Cloud Run, a fully managed compute platform for deploying and scaling containerized applications.Understand how to write and migrate code your way using your favorite languages (Go, Python, Java, Ruby, Node.js, and more).Understand how to use secure service-to-service communication based on service identities and grant applications only the permissions they need.Recall how to connect to, and persist data in the managed database offerings on Google Cloud.
Not specified",4.5,11.0,Beginner,Coursera
Біти і байти комп’ютерної мережі,"Not specified
Ipv4, усунення несправностей, Система доменних імен (DNS), мережева модел",4.8,27.0,Beginner,Coursera
Embedded Hardware and Operating Systems,"Not specified
Not specified",4.2,17.0,Intermediate,Coursera
Serverless Architectures on AWS,"Not specified
AWS CloudFormation, Event-driven architectures, AWS Cognito, Amazon EventBridge, Amazon SNS",0.0,10.0,Beginner,Coursera
Virtual Agent Development in Dialogflow CX for Citizen Devs,"Implement a chat virtual agent using Dialogflow CX.Describe how natural language understanding (NLU) is used to enable Dialogflow conversations.Identify best practices for development of virtual agents in Dialogflow CX.
Not specified",4.5,11.0,Intermediate,Coursera
Database Engineer Capstone,"Build a MySQL database solution.Deploy level-up ideas to enhance the scope of a database project.
Project Management, Django (Web Framework), Database (DBMS), Application development, MySQL",3.8,18.0,Intermediate,Coursera
Python Scripting Fundamentals,"Students learn basic Python scripting creating and using statements and functions, and interacting with databases, files and web content.
Using Databases and Interacting with Web Sites, Developing a Simple Application, Create user-defined functions, Exploring Programming Concepts, Structuring Code for Reuse",0.0,33.0,Beginner,Coursera
The Intel® AI Value,"Not specified
AI Hardware, Customer Experience, AI Pipeline, B2B Sales, AI Software",0.0,3.0,Beginner,Coursera
Google Chat,"Describe how to send messages and manage Google Chat.Streamline workflow and collaboration capabilities among virtual teams using spaces in Google Chat.Describe how to use apps available in Google Chat.Solve business challenges using Google Chat.
Communication, Spreadsheet Software, Collaboration",4.8,2.0,Beginner,Coursera
NIST 800-171,"Not specified
Not specified",4.5,5.0,Not applicable,Coursera
NIST DoD RMF,"Not specified
Not specified",4.3,5.0,Not applicable,Coursera
Intro to Operating Systems 3: Concurrency,"Advanced techniques in managing and optimizing concurrency within operating systems.The practical application and understanding of threads, locks, and multi-CPU scheduling.
Concurrency, Operating Systems",4.3,7.0,Expert,Coursera
Google Cloud Storage and Containers for AWS Professionals,"Create and configure Cloud SQL and Cloud StorageCompare Google Cloud's data lake and database options with AWSExplain how Google Kubernetes Engine differs from Amazon Elastic Kubernetes ServiceProvision a Kubernetes cluster using Google Kubernetes Engine.
Not specified",0.0,5.0,Intermediate,Coursera
Google Cloud Compute and Scalability for AWS Professionals,"Create and configure a Compute Engine instance inGoogle Cloud.Explain the difference between Google Cloud images and AWS AMI.Compare and contrast Cloud Load Balancing with AWS Load Balancers.Describe managed instance groups (MIGs) and how to use them.
Not specified",0.0,3.0,Intermediate,Coursera
Gmail en Español,"Usar la interfaz de Gmail para redactar, responder y reenviar mensajes, así como darles formatoOrganizar sus mensajes con GmailIdentificar formas de personalizar Gmail para aumentar la productividadUsar filtros y la búsqueda avanzada para encontrar mensajes
File Shortcut, Email, Signature, Confidentiality",4.8,3.0,Beginner,Coursera
Bash Scripting and System Configuration,"Mastery over Bash scripting basics and the application of advanced scripting techniques, including regular expressions.Practical experience with git for effective version control.
Shell Script, Github, Bash (Unix Shell), Unix Shells",0.0,10.0,Beginner,Coursera
Introduction to Cybersecurity for Business,"Not specified
Cybersecurity, Information Security (INFOSEC), Risk Assessment, Attack Surface",4.7,11.0,Beginner,Coursera
Les systèmes d’exploitation et vous : Devenir un utilisateur expérimenté,"Not specified
Powershell, systèmes de fichiers Linux, Linux, interface de ligne de commande",4.7,37.0,Beginner,Coursera
Building No-Code Apps with AppSheet: Implementation,"Organize and manage the data used by your app.  Add actions, behaviors and automation to your app.Control access to your app and its data, and integrate your app with external services.Learn how to improve the performance of your app, manage app versions and upgrade your app.Collaborate and author your app with your team, and learn how to troubleshoot problems with your app.
Application and data access control, App authoring and collaboration, External service integration, App behaviors and automation, App version management",0.0,12.0,Intermediate,Coursera
Introduction to Privacy - Part 1,"Not specified
Not specified",4.6,3.0,Not applicable,Coursera
Administração de Sistemas e Serviços de Infraestrutura de TI,"Not specified
Backups, Diretórios do LDAP, Serviço de Diretórios",4.9,29.0,Beginner,Coursera
Kubernetes: Create Multi-App Cluster with Ingress & Logging ,"Write a multi application Kubernetes cluster deploymentUnderstand concepts of Ingress in KubernetesAdd an Ingress and Logging to our cluster
ingress, Kubernetes, Yet Another Markup Language (YAML), logging",4.5,2.0,Intermediate,Coursera
Create Your First NoSQL Database with MongoDB and Compass,"Learn NoSQL and MongoDB commands basicsUse MongoDB Compass to analyze a databaseUnderstand and harness the power of indexes
MongoDB Command, Database (DBMS), MongoDB Shell, Mongodb, NoSQL",4.7,2.0,Intermediate,Coursera
Security Operations and Administration,"Not specified
Not specified",4.8,16.0,Beginner,Coursera
Monitoring & Telemetry for Production Systems,"Understand Monitoring & Telemetry FundamentalsEquip yourself with Linux Command line Monitoring ToolsLearn to implement Monitoring Tools like Grafana, Netdata, ELK, CAdvisor & Prometheus
Systems Monitoring, Cloud Infrastructure, Microservices, Devops, Docker (Software)",4.4,3.0,Beginner,Coursera
Ansible for DevOps: Write your first Playbook ,"Understand core Ansible conceptsWrite an Ansible Playbook using the concepts
Ansible Modules, Configuration Management, Playbooks, Devops, Ansible",4.5,2.0,Intermediate,Coursera
Modern Data Warehouse Analytics in Microsoft Azure,"Processing options for building data analytics solutions in Azure. You will explore Azure Synapse Analytics, Azure Databricks, and Azure HDInsight.Describe data ingestion and processing on Azure Describe the components of a modern data warehouse Describe data visualization in Microsoft Power BI. Describe analytics workloads. 
Microsoft Azure, Data Visualization Software, Analytics, Data Warehousing, Data Visualization",4.4,4.0,Beginner,Coursera
Virtual Networks in Azure," 1. Working with Virtual Networks2. Load Balancing, DNS and Monitor virtual networking
Virtual Network Peering, Azure Bastion Service, Network Routing and Endpoints, Azure Load Balancer, Azure Virtual Networking",0.0,6.0,Intermediate,Coursera
Monitoring and Backup in Azure ,"1: Demonstration of Azure Monitor2: Demonstration of Azure Logs, queries, and Alerts3: Backup and Recovery
Azure Log Analytics Workspace, Azure Site Recovery, Azure Monitor, Azure Backup Service",0.0,4.0,Intermediate,Coursera
Системне адміністрування і послуги ІТ-інфраструктури,"Not specified
резервне копіювання, Служба каталогів, Lightway Directory Access Protocol (LDAP протокол швидкого доступу до каталогів)",4.9,25.0,Beginner,Coursera
Операційні системи і ви: як стати досвідченим користувачем,"Not specified
Powershell, Linux, файлові системи Linux, інтерфейс командного рядка",4.8,33.0,Beginner,Coursera
Python Scripting for DevOps,"Work with core Python programming tools Become comfortable reading and writing Python scripts
scripting, Python Programming, Loops, Conditionals, list-comprehension",4.5,2.0,Intermediate,Coursera
Deploy a Website Container Image in AWS ECS and AWS Fargate,"Build a Docker Image, Tag and push to AWS ECRDeploy a Container Image in AWS ECS and AWS FargateDeploy a Cluster of Containers with Load Balancer in AWS ECS
amazon, aws, Docker, container, Devops",0.0,1.0,Beginner,Coursera
Deploy a Wordpress Website in AWS EC2,"Describe basic aspects of AWS Elastic Compute Cloud, create and connect in a virtual machines andl set the security for inbound and outbound traffic.Install Apache, PHP and MySQL server in a Linux instance and perform all configurations.  Install Wordpress in a EC2 Linux instance and make it available publicly for all users on the internet. 
amazon, aws, Wordpress, website, blog",4.7,2.0,Intermediate,Coursera
Capstone (React App),"Designing and styling a responsive User Interface (UI) Demonstrating clean and bug free coding Using React components Creating a cross-platform mobile app using React Native
Github, UX and UI, React (Web Framework), SQL, Figma",4.8,13.0,Intermediate,Coursera
Detecting and Mitigating Cyber Threats and Attacks,"Not specified
Not specified",4.7,11.0,Beginner,Coursera
Proactive Computer Security,"Not specified
Not specified",4.7,11.0,Beginner,Coursera
Identity Protection and Governance ,"Explain the features of Azure AD Identity Protection.Explain how to configure Azure ADPIM and work with Azure AD groups and guests.Implement and configure Azure policies and RBAC in Azure.Enable resource locks and deploy blueprints in Azure.
Conditional access policies, Azure AD Privileged Identity Management, Azure role-based access control, Azure blueprint, Azure AD identity protection",0.0,14.0,Intermediate,Coursera
Implement Platform Protection,"Describe defense in depth.Review core security concepts and approaches that form part of the defense in depth strategy.Implement and configure an Azure Application Gateway to protect your perimeter.Configure and deploy the Azure Web Application Firewall.
Azure Kubernetes Service, Network security group, Web application firewall, Front Door and Application Gateway, Azure Firewall",0.0,18.0,Intermediate,Coursera
Security Best Practices in Google Cloud,"Apply techniques and best practices to secure Compute EngineApply techniques and best practices to secure cloud dataApply techniques and best practices to secure applicationsApply techniques and best practices for securing Google Kubernetes Engine (GKE) resources.
Not specified",4.6,11.0,Intermediate,Coursera
Manage Security Operations,"Configure and monitor metrics and logs in Azure Monitor.Manage applications by using Azure Monitor Application Insights.Implement, configure, and deploy Microsoft Defender for Cloud.Implement just-in-time VPN access to protect against brute-force attacks.
Microsoft Defender for Cloud, Microsoft Defender for Servers, Azure Monitor, Log Analytics Workspace, Microsoft Sentinel",0.0,17.0,Intermediate,Coursera
Judgmental Business Forecasting in Excel,"Not specified
Not specified",4.5,10.0,Intermediate,Coursera
Getting Started with Junos Operating System,"Not specified
Juniper Networks Hardware, Configuring devices, Monitoring Juniper Network Devices, Junos OS Administration, Traffic Processing",4.8,6.0,Beginner,Coursera
Building No-Code Apps with AppSheet: Automation,"Define business process automation and recognize its use cases in an organization.Learn how AppSheet automation can automate business processes.Implement automation in your app with AppSheet automation constructs.
Not specified",0.0,7.0,Intermediate,Coursera
Splunk Search Expert 102,"Filter data using time modifiers and time commands and use formatting functions to accommodate various time formats.Calculate statistics using transforming commands and mathematical and statistical eval functions.Compare, manipulate, and normalize data using several commands including the all-powerful eval command and an array of functions.Enrich results with lookups and subsearches to correlate and filter data from multiple sources.
Data Science, Big Data, Data Analysis, Business Analytics, Data Visualization",4.7,5.0,Beginner,Coursera
Hands-on with AWS for IT Professionals,"Describe how Cloud expertise can help building solutions in real life scenariosLearn about AWS Account Creation, AWS Free-Tier with hands-on demonstrations.Identify common patterns and demands for data analysis, solutions architecture and operational scenarios.
Cloud Operations on AWS, Cloud Computing, Data Analytics on AWS, Solution Architecture on AWS, AWS cloud",4.7,2.0,Beginner,Coursera
Segurança de TI: Defesa Contra as Artes Obscuras do Mundo Digital,"Not specified
Criptografía, Segurança de rede, Cibersegurança, Segurança de redes sem fio",4.9,35.0,Beginner,Coursera
Machine Learning: an overview,"Classify machine learning problems, supervised learning problems and describe the limitations of machine learning techniques in supervised learningClassify machine learning problems in unsupervised learning, describe the utility of dimensionality reduction techniques  Formulate a sequential decision-making problem, explain what a value function is and describe how to optimize a policy in reinforcement learning 
Not specified",4.4,2.0,Beginner,Coursera
Introduction to SIEM (Splunk),"Splunk Compliance and Reporting, Splunk for Security Monitoring and Alerting, Splunk for Threat Hunting and Investigation, How Splunk stores data
Configure data inputs to ingest logs from network devices, Fundamentals of SIEM and its importance in modern cybersecurity, Splunk interface and understand its different components, ""Use Splunks search language to perform advanced searches apply filters"", Splunk for log management data collection and analysis",0.0,6.0,Beginner,Coursera
Fundamentals of Immunology: Death by Friendly Fire,"Not specified
Not specified",4.8,27.0,Intermediate,Coursera
In the Trenches: Security Operations Center ,"Enterprise Security StructureThe basics of incident response Modern threat and attacker TTPs  A basic primer to Security Onion 
Security Operations Center, Cyberattacks, SEIMs, Intrusion Prevention and Detection Software, Vulnerability Management",4.7,11.0,Beginner,Coursera
Container Creation and Orchestration Basics,"Understanding Containers: Become familiar with containers, why they're used, and their benefits in a software development and deployment environment.Introduction to Kubernetes: Get familiar with Kubernetes, its benefits, and its uses in orchestrating and managing containerized applications.Deployment of Containers: Deploy containers to run applications.
Kubernetes, Containers",0.0,8.0,Intermediate,Coursera
Epigenetic Control of Gene Expression,"Not specified
Cancer, Molecular Biology, Cancer Epigenetics, Dna Methylation",4.8,17.0,Not applicable,Coursera
Cloud Data Security,"How to analyze a data breach and trace it back to the vulnerability that made it possible.How data security and privacy requirements arise from legal obligations and industry standards. 
HIPAA basics, Analyze a data breach, PCI-DSS basics, Compare cloud data services, Database security basics",4.4,10.0,Intermediate,Coursera
Virtual Agent Development in Dialogflow CX for Software Devs,"Use Cloud Firestore to store customer dataImplement fulfillment using Cloud Functions to read and write Firestore dataUse Dialogflow tools for troubleshootingDescribe some third party technology which can enhance the virtual agent
Firestore database creation, Cloud Functions",3.8,5.0,Intermediate,Coursera
Contact Center AI: Operations and Implementation,"Describe how to manage virtual agent environmentsIdentify general best practices for virtual agents.Identify key aspects such as security and compliance in the context of contact centers.
Operations Management, Environment management",4.6,7.0,Intermediate,Coursera
